"store","product","stock","receipt","sales","stockout"
"D","Potato",76.2,116.3,79.3,"0"
"D","Onion",26,30.8,14.3,"0"
"D","Carrot",30.5,54.9,37.2,"0"
"A","Potato",75.6,32.5,63.8,"0"
"A","Yam",4,0,2,"1"
"A","Onion",27,31.5,7.5,"0"
"A","Carrot",73.2,50.4,36.1,"0"
"B","Potato",50.6,104.5,85.9,"0"
"B","Yam",0,15,22.3,"1"
"B","Onion",17.3,36.3,19.8,"0"
"C","Potato",77.8,22.5,65.5,"0"
"C","Carrot",69.6,49.2,27.3,"0"
"D","Potato",101,119.5,94.7,"1"
"D","Yam",13.7,19.3,13.1,"0"
"D","Onion",60.8,43.6,8.8,"0"
"D","Tomato",100.6,118.7,61.6,"0"
"A","Potato",115,125.7,86.3,"1"
"A","Yam",7.1,13.3,10.2,"0"
"A","Onion",42.4,30.8,15.4,"0"
"A","Tomato",80.8,101.6,59.9,"0"
"A","Carrot",77.6,36.4,32,"0"
"B","Potato",3,55.7,104.3,"1"
"B","Yam",14.3,28.3,14,"0"
"B","Onion",52.8,50.8,16.4,"0"
"B","Carrot",51.3,28.5,47.7,"0"
"C","Potato",91,113.6,101.3,"1"
"C","Yam",10.2,9,8.2,"0"
"C","Onion",33.9,23.1,14.3,"0"
"C","Tomato",97.8,100.1,74.3,"0"
"C","Carrot",75.3,46.8,41.1,"0"
"D","Potato",249.6,242.3,93.7,"0"
"D","Yam",30.9,31.3,14.1,"0"
"D","Tomato",279.5,253,74.1,"0"
"D","Carrot",105.9,98.2,41.5,"0"
"A","Potato",97,98.1,116.1,"1"
"A","Onion",45.3,33.3,30.4,"0"
"A","Tomato",106,143.5,118.3,"0"
"A","Carrot",62,27.9,43.5,"0"
"B","Potato",35,171.2,140.1,"1"
"B","Yam",16.6,35.7,37.4,"0"
"B","Onion",84.9,67.6,35.5,"0"
"B","Tomato",55.3,153.4,162.5,"0"
"C","Potato",111,118.4,99.3,"1"
"C","Yam",10,16,16.2,"0"
"C","Onion",30.8,10,13.1,"1"
"C","Carrot",55,41.9,62.2,"0"
"D","Potato",73,-7,169.6,"1"
"D","Onion",45.9,-1.1,26.3,"0"
"D","Tomato",166.9,-10.1,103.4,"0"
"A","Potato",44,70.9,124.9,"1"
"A","Yam",3.3,8.2,10.3,"1"
"A","Onion",17.9,6,33.4,"0"
"A","Carrot",58.4,67.6,72,"0"
"B","Potato",13,119.6,143.5,"1"
"B","Yam",13.3,28,31.3,"0"
"B","Onion",63.5,17.4,38.8,"0"
"B","Carrot",49.5,56.4,60,"0"
"C","Potato",74,54,91,"1"
"C","Yam",3.2,7.3,14.1,"0"
"C","Tomato",75.4,34.6,103,"0"
"C","Carrot",38.4,32.8,49.4,"0"
"D","Potato",20,102,155,"1"
"D","Yam",3,9.9,15.4,"1"
"D","Onion",13.1,-4.5,28.3,"0"
"D","Carrot",49.6,53.1,54.8,"0"
"A","Potato",41.1,93.4,96.3,"0"
"A","Yam",9,19.3,13.6,"0"
"B","Potato",12,147,148,"1"
"B","Onion",71.4,27.5,19.6,"0"
"B","Tomato",28.5,126.8,147,"1"
"C","Potato",53.3,93.1,116.7,"0"
"C","Onion",6.3,0.9,15.2,"0"
"C","Tomato",111.2,99,67.6,"0"
"D","Potato",55,161,126,"1"
"D","Yam",1.1,16.5,18.4,"1"
"D","Onion",25.3,33.7,21.5,"1"
"D","Tomato",100.8,101.6,94.4,"0"
"D","Carrot",51.9,37.3,35,"0"
"A","Yam",9.4,19.4,19,"0"
"B","Potato",23,141.1,130.1,"1"
"B","Yam",18.6,35.4,30.1,"0"
"B","Onion",72,25,24.4,"0"
"B","Tomato",15.8,107.1,121.6,"1"
"B","Carrot",26.4,49.2,48.3,"1"
"C","Potato",78,133.1,108.4,"1"
"C","Onion",0,3.3,9.6,"1"
"D","Potato",76,139.4,121.1,"1"
"D","Yam",14.5,20.4,8,"0"
"D","Onion",8.8,-2.2,14.3,"1"
"D","Tomato",39,15.4,78.1,"0"
"D","Carrot",47.5,21.6,26,"0"
"A","Potato",147.8,-1.9,80.5,"0"
"A","Tomato",81.1,0.1,68.9,"0"
"A","Carrot",45.8,0,29.3,"0"
"B","Potato",32,153.5,144.5,"1"
"B","Onion",71,36.3,37.3,"0"
"B","Tomato",22.3,116.2,109.7,"0"
"B","Carrot",15.6,43.2,54,"1"
"C","Potato",98.3,123.7,103.4,"0"
"C","Yam",11.2,10,10.1,"0"
"C","Onion",11.9,22.8,10.9,"0"
"D","Potato",122.9,153.7,108.6,"0"
"D","Yam",20.8,16.5,10.2,"0"
"D","Onion",26.3,34.8,17.3,"0"
"D","Tomato",71.2,104.4,75,"0"
"A","Potato",124.6,72.8,96,"0"
"A","Yam",15.9,15.6,10,"0"
"A","Onion",21.5,0,14.3,"0"
"A","Tomato",111.5,94.9,64.5,"0"
"A","Carrot",42.9,16.5,19.4,"0"
"B","Potato",58,152.1,126.1,"1"
"B","Onion",38.2,-1.1,30.7,"0"
"B","Tomato",65.2,132.8,89.9,"0"
"C","Yam",7.3,9.1,13,"0"
"C","Onion",8.8,12.9,16,"1"
"C","Tomato",3.4,-5.2,63.4,"1"
"C","Carrot",62.5,3.6,18.8,"0"
"D","Potato",78,78.1,125.9,"1"
"D","Yam",18.9,10.3,12.2,"0"
"D","Onion",5.1,1.8,23,"0"
"D","Tomato",94,95.5,73.7,"0"
"D","Carrot",16.7,-16.4,31.3,"0"
"A","Potato",155.3,115.2,84.5,"0"
"A","Yam",29.1,19.2,7,"0"
"A","Carrot",88.1,68.9,23.7,"0"
"B","Potato",108,180.3,130.3,"0"
"B","Onion",10.9,-1.1,26.2,"0"
"B","Carrot",27,57.6,52.2,"0"
"C","Potato",121.1,118.3,83.8,"0"
"C","Onion",14,21.6,16.4,"0"
"C","Tomato",49.3,112.9,67.9,"0"
"C","Carrot",91.6,64.7,35.6,"0"
"D","Potato",226.3,280.7,132.4,"0"
"D","Onion",48.7,60.9,17.3,"0"
"D","Tomato",169,130.6,55.6,"0"
"D","Carrot",58.4,70.5,28.8,"0"
"A","Potato",145.4,114.2,124.1,"0"
"A","Onion",40.8,28.4,16.3,"0"
"B","Potato",61,116.1,163.1,"1"
"B","Yam",29.1,28.2,18.1,"0"
"B","Onion",26.8,44.2,28.3,"0"
"C","Potato",144,125,102.1,"0"
"C","Onion",23.4,23.7,14.3,"0"
"C","Carrot",68.2,7.8,31.2,"0"
"D","Potato",207.5,122.8,142.6,"0"
"D","Yam",58.8,25.2,8.1,"0"
"D","Onion",46.2,21.6,24.1,"0"
"A","Potato",92.8,97.8,151.3,"0"
"A","Yam",25,15.1,15,"0"
"A","Onion",24.4,7.3,23.7,"0"
"A","Tomato",137.5,123,77.2,"0"
"A","Carrot",22.2,59.2,62.2,"0"
"B","Potato",50,139.6,151.5,"1"
"B","Yam",39.2,25.4,15.3,"0"
"B","Onion",30.5,41.8,38.1,"0"
"B","Carrot",10.5,36.9,56.7,"0"
"C","Tomato",80.1,69.3,88.2,"0"
"C","Carrot",3.6,2.4,67,"1"
"D","Potato",184.6,122.8,145.7,"0"
"D","Yam",49.2,6.5,16.1,"0"
"D","Onion",40.3,14.5,20.4,"0"
"D","Tomato",179.7,95.2,109.9,"0"
"D","Carrot",27.6,24.3,24.6,"0"
"A","Yam",21.8,9,12.2,"0"
"A","Tomato",92.8,16.3,61,"0"
"A","Carrot",1.8,1.5,21.9,"1"
"B","Potato",47,124.7,128.6,"1"
"B","Yam",37.4,5.3,7.1,"0"
"B","Carrot",12.9,55.8,52.2,"0"
"C","Onion",24.5,14.2,12,"0"
"C","Carrot",4.2,28.8,28.2,"0"
"D","Yam",30.9,-11.2,7.1,"0"
"D","Onion",16.4,-9.8,14.1,"0"
"D","Carrot",1.8,-0.9,24.9,"1"
"A","Yam",13.2,1.6,10.2,"0"
"A","Onion",20.9,-1.1,5.3,"1"
"A","Carrot",27.3,38.4,12.9,"0"
"B","Potato",1,86.3,132.3,"1"
"B","Yam",29.5,12.1,20,"0"
"B","Onion",9.8,8,5,"0"
"B","Tomato",79.7,118.3,104.6,"0"
"B","Carrot",22.2,62.7,53.4,"0"
"C","Potato",28.7,16.1,97,"0"
"C","Yam",25.3,8.2,3,"0"
"C","Onion",7.2,-2,15.3,"0"
"C","Tomato",79.4,79.8,72.1,"0"
"D","Potato",135.6,181.5,121.7,"0"
"D","Yam",39.7,13,4.2,"0"
"D","Onion",19.4,20.5,17.5,"0"
"D","Carrot",32.4,62.4,34.2,"0"
"A","Yam",11,3,5.2,"0"
"A","Onion",19.6,13.9,15.2,"0"
"A","Tomato",36.3,5.2,78.9,"0"
"A","Carrot",47.1,52.5,32.7,"0"
"B","Yam",12.3,6.2,23.4,"0"
"B","Onion",23.2,27.5,14.1,"0"
"B","Tomato",1.8,24.1,102.9,"1"
"B","Carrot",2.1,51,71.1,"0"
"C","Potato",60.8,114.2,83.9,"0"
"C","Yam",17.2,1.2,9.3,"0"
"C","Onion",15.4,15.6,7.4,"1"
"C","Tomato",0.8,-9.6,69,"1"
"C","Carrot",0,31.5,45.3,"1"
"D","Yam",31.4,-4,4.3,"0"
"D","Carrot",1.8,0,30.6,"1"
"A","Potato",108.9,71.6,81.1,"0"
"A","Yam",22,14,3,"0"
"A","Onion",9.9,6.5,16.2,"1"
"A","Tomato",60.9,78.5,53.9,"0"
"A","Carrot",24,16.2,39.3,"1"
"B","Potato",27,118.5,129.7,"1"
"B","Yam",24.3,22.1,10.1,"0"
"B","Onion",30.1,22,15.1,"0"
"B","Tomato",1.8,90.8,90.8,"1"
"B","Carrot",20.4,61.2,42.9,"1"
"C","Onion",25.3,16.5,6.6,"1"
"C","Tomato",23.4,86.1,65.3,"0"
"D","Potato",105.6,205.3,114.3,"0"
"D","Onion",36.7,41.3,9.7,"0"
"D","Carrot",46.8,74.7,29.7,"0"
"A","Yam",24.2,9.2,7,"0"
"A","Onion",13.9,11.4,7.4,"0"
"A","Tomato",73.6,64.1,51.4,"0"
"A","Carrot",6,0,18,"1"
"B","Potato",41.3,96.1,81.8,"0"
"B","Yam",28.6,16.4,12.1,"0"
"B","Onion",38,28.4,20.5,"0"
"B","Tomato",3.8,87,85,"1"
"B","Carrot",42.9,59.1,36.6,"0"
"C","Potato",79.8,83,57.3,"0"
"C","Yam",21.3,3.2,10.1,"0"
"C","Onion",31.6,12.8,6.5,"0"
"C","Tomato",38.3,76.1,61.2,"0"
"C","Carrot",5.4,36,33.6,"0"
"D","Yam",23.6,-1.6,5.1,"0"
"D","Tomato",128.9,36.9,66.7,"0"
"D","Carrot",67.2,53.7,33.3,"0"
"A","Potato",100.8,79.1,77.8,"1"
"A","Yam",21,4.1,7.3,"0"
"A","Onion",7,26.7,33.6,"1"
"A","Tomato",74.4,89.7,88.9,"0"
"A","Carrot",0,47.1,54.3,"1"
"B","Potato",8.1,63.9,98.1,"1"
"B","Yam",20.7,6.3,14.2,"0"
"B","Onion",24.7,13.8,27.1,"0"
"B","Tomato",10.8,124.6,117.6,"0"
"B","Carrot",66.6,80.7,58.2,"0"
"C","Potato",95.4,95.7,81,"0"
"C","Yam",10.3,-1,10,"0"
"C","Onion",27.2,10.5,14.9,"0"
"C","Tomato",57.4,89.3,71.1,"0"
"C","Carrot",5.1,49.8,53.7,"0"
"D","Onion",35.7,19.3,25.9,"0"
"D","Tomato",141,98.4,86.3,"0"
"D","Carrot",72.3,53.7,48.6,"0"
"A","Yam",30.4,11.4,2,"0"
"A","Onion",31.7,40.9,16.2,"0"
"A","Carrot",73.8,106.2,33.6,"0"
"B","Potato",59.7,132.6,81,"0"
"B","Onion",36.4,34.4,22.7,"0"
"C","Onion",10.6,-4.6,13.1,"0"
"C","Carrot",18,46.5,33.6,"0"
"D","Potato",125.1,94.5,105.9,"0"
"D","Yam",11.1,6,13.3,"0"
"D","Tomato",144.6,90.1,86.5,"0"
"D","Carrot",75,46.2,43.5,"0"
"A","Potato",62.7,-5.7,69,"0"
"A","Yam",22.4,-2,6,"0"
"A","Tomato",22.4,-0.9,67.9,"0"
"A","Carrot",41.1,0,32.7,"0"
"B","Potato",80.7,111.6,93,"0"
"B","Tomato",16.5,113.7,122.1,"0"
"B","Carrot",92.1,62.1,51,"0"
"C","Potato",81,82.8,66,"0"
"C","Tomato",72.1,83,87.5,"1"
"D","Potato",128.1,77.1,74.1,"0"
"D","Yam",17.3,12.3,6.1,"0"
"D","Onion",47.5,25.8,12,"0"
"D","Carrot",90.9,48,32.1,"0"
"A","Potato",52.2,60.9,71.4,"0"
"A","Yam",12.7,0.3,10,"0"
"A","Onion",37.3,30.1,13.8,"0"
"A","Carrot",57,53.7,37.8,"0"
"B","Potato",47.1,90.9,128.1,"0"
"B","Yam",24,13.1,9.2,"0"
"B","Onion",31.5,26.4,22.6,"0"
"C","Yam",8.1,-1,9,"0"
"C","Onion",7,9.5,8.7,"1"
"C","Tomato",5.8,18.6,85.8,"1"
"C","Carrot",31.5,46.5,44.1,"0"
"D","Potato",103.8,84.6,108.9,"0"
"D","Yam",13.4,7.2,11.1,"0"
"D","Onion",24.2,0.6,23.9,"0"
"D","Tomato",115.6,34.7,73.4,"0"
"A","Yam",14.1,0,6.2,"0"
"A","Onion",23.4,11,24.9,"0"
"A","Tomato",92.6,98.9,62.3,"0"
"A","Carrot",19.8,2.4,39.6,"0"
"B","Potato",3.6,51,98.1,"1"
"B","Yam",12,9,17,"0"
"B","Onion",21.4,10.7,21.8,"0"
"B","Tomato",38.3,112.2,89.1,"0"
"B","Carrot",30,18,34.5,"1"
"C","Potato",52.8,88.5,77.4,"0"
"C","Yam",11.2,9.1,6,"0"
"C","Tomato",18.1,87.7,75.4,"1"
"C","Carrot",21.9,44.4,54,"0"
"D","Yam",2,1,12.4,"1"
"D","Onion",20.8,9.8,13.2,"0"
"D","Tomato",115,67,67.6,"0"
"A","Potato",119.1,135.3,56.1,"0"
"A","Yam",8,10,8.4,"0"
"A","Onion",34.6,28.7,17.5,"0"
"A","Tomato",149.9,96.8,39.5,"0"
"A","Carrot",84,88.8,25.8,"0"
"B","Potato",0.9,71.7,76.5,"1"
"B","Yam",7.2,5.3,10.1,"0"
"B","Onion",4.8,12.8,30.4,"0"
"B","Tomato",39.8,78.5,75,"1"
"B","Carrot",27.6,40.5,44.1,"1"
"C","Yam",10.3,0.1,1,"0"
"C","Onion",20.3,14.4,9.8,"0"
"C","Tomato",5,50.5,66.3,"1"
"C","Carrot",0,2.4,24.3,"1"
"D","Potato",99,96.9,85.5,"0"
"D","Yam",12.3,12.3,2,"0"
"D","Onion",30,30,20.8,"0"
"D","Tomato",158.1,105.4,62.3,"0"
"A","Potato",58.8,-2.1,58.2,"0"
"A","Carrot",73.8,-2.1,8.1,"0"
"B","Potato",53.1,114.9,62.7,"0"
"B","Yam",4.3,8.3,11.2,"0"
"B","Onion",6.7,19,17.1,"0"
"B","Tomato",73,120.9,87.7,"0"
"B","Carrot",60.3,68.7,36,"0"
"C","Yam",14.1,11.2,7.4,"0"
"C","Onion",9.4,9.4,20.3,"0"
"C","Tomato",40.4,105.7,71.2,"0"
"D","Potato",21.6,-6.3,72,"0"
"D","Onion",11.8,-1.1,17.1,"0"
"D","Tomato",91.1,-2.8,64.2,"1"
"D","Carrot",45.9,-8.4,32.4,"0"
"A","Yam",8.2,15.2,9,"0"
"A","Tomato",127.5,102.2,75.4,"0"
"B","Potato",101.7,166.5,122.1,"0"
"B","Onion",27.1,53.1,32.7,"0"
"B","Tomato",94.5,113.3,94.5,"0"
"C","Potato",79.8,102.3,78.9,"0"
"C","Yam",14,9,9.1,"0"
"C","Onion",21.3,30.4,18.5,"0"
"C","Tomato",86.8,116.1,69.7,"0"
"D","Yam",21.6,29.6,13.2,"0"
"D","Onion",49.5,62.8,25.1,"0"
"D","Tomato",157.2,153.8,87.7,"0"
"D","Carrot",72.6,77.4,50.7,"0"
"A","Potato",0,3.3,76.5,"1"
"A","Yam",7.3,7.3,8.2,"0"
"A","Onion",35.4,11.7,26.9,"0"
"A","Tomato",71.6,19.5,75.4,"0"
"B","Potato",48,37.2,90.9,"0"
"B","Yam",15,12.1,13.1,"1"
"B","Tomato",61.7,70.4,104.1,"1"
"B","Carrot",48.9,-2.1,55.2,"0"
"C","Potato",28.8,7.5,62.1,"1"
"C","Yam",8,0,7,"0"
"C","Onion",12.9,3.4,14.7,"0"
"C","Tomato",107.7,73.8,61.3,"0"
"C","Carrot",75.9,7.5,35.7,"0"
"D","Potato",0,0,71.4,"1"
"D","Yam",9,0,12.6,"1"
"D","Onion",19.4,-3.3,26.8,"0"
"D","Carrot",20.7,-1.2,50.7,"0"
"A","Potato",36.3,91.5,55.2,"0"
"A","Yam",10.4,6.1,3,"0"
"A","Onion",42.8,26.1,18.7,"0"
"A","Tomato",45.1,34.2,60.7,"0"
"B","Potato",77.4,91.8,62.4,"0"
"B","Yam",19,9.1,6.2,"0"
"B","Onion",31.1,31.9,23.8,"0"
"B","Tomato",79,84.1,68.8,"0"
"B","Carrot",38.7,20.7,30.9,"0"
"C","Potato",66.3,84.9,47.4,"0"
"C","Yam",8.1,4.2,4.1,"0"
"C","Tomato",143.1,82.2,48.6,"0"
"D","Potato",140.7,213.3,72.6,"0"
"D","Onion",66.5,68.6,21.5,"0"
"D","Tomato",166.6,153.3,54.6,"0"
"D","Carrot",103.5,108,25.2,"0"
"A","Potato",66.3,80.7,50.7,"0"
"A","Yam",12.3,5,3.1,"0"
"A","Onion",33.2,11.4,21,"0"
"A","Carrot",64.8,23.4,20.1,"1"
"B","Potato",96.3,98.1,80.4,"0"
"B","Yam",22.4,12.4,9,"0"
"B","Onion",43.1,38.7,26.7,"0"
"B","Tomato",87.7,96.6,90.6,"0"
"C","Yam",9.3,11.2,10,"0"
"C","Onion",32.9,29.2,18.1,"0"
"C","Carrot",54.6,36,45.3,"0"
"D","Potato",131.1,56.4,66,"0"
"D","Yam",21.6,6.4,6.1,"0"
"D","Onion",56.2,15.9,26.2,"0"
"D","Tomato",170.5,54.3,50.4,"0"
"D","Carrot",106.5,37.8,34.8,"0"
"A","Potato",47.1,37.8,57,"0"
"A","Tomato",63.1,64.7,53.4,"1"
"A","Carrot",74.4,41.7,32.1,"1"
"B","Potato",97.2,66.9,66,"0"
"B","Tomato",68.9,54.1,73.8,"0"
"C","Potato",89.7,45.3,51,"0"
"C","Onion",27.3,9.5,15.1,"0"
"D","Yam",20.8,10.4,11.2,"0"
"D","Onion",46.7,13,22.5,"0"
"D","Tomato",141.3,30.8,60,"0"
"A","Potato",104.7,98.4,40.8,"0"
"A","Yam",5.1,4,9.1,"0"
"A","Onion",18.5,16.1,14.8,"0"
"A","Tomato",84.1,73,52,"0"
"A","Carrot",68.4,19.8,25.8,"1"
"B","Onion",33.2,23.5,26.2,"0"
"B","Tomato",54.5,72.3,86.7,"0"
"B","Carrot",36.9,15,42.9,"0"
"C","Potato",92.4,58.8,56.1,"0"
"C","Onion",15.1,10,22.2,"0"
"C","Tomato",53.3,41.7,70.4,"0"
"D","Potato",68.1,-3.3,72.3,"0"
"D","Yam",7.4,0,13.4,"0"
"D","Onion",21.7,-10.4,14.6,"0"
"D","Tomato",64.7,-4.1,72.5,"0"
"D","Carrot",48.3,-2.4,33.9,"0"
"A","Potato",185.1,114.9,39,"0"
"A","Onion",61.9,57.8,18.8,"0"
"A","Tomato",130,88.9,45.7,"0"
"A","Carrot",93.3,36.6,11.7,"0"
"B","Yam",14.1,13,5,"0"
"B","Onion",31.5,26.7,28.4,"0"
"C","Onion",15.6,18.6,18.1,"0"
"D","Yam",18.1,14.7,4,"0"
"D","Onion",62.7,64.7,23.7,"0"
"D","Tomato",86.4,81.8,61,"0"
"A","Potato",179.1,55.8,65.4,"0"
"A","Yam",8.9,4,3.8,"0"
"A","Onion",51.2,15.1,25.4,"0"
"A","Tomato",116,43.2,57.2,"0"
"A","Carrot",110.7,47.1,32.1,"0"
"B","Potato",115.8,96.6,68.1,"0"
"B","Yam",10.4,1.4,5.1,"0"
"B","Onion",38.6,45,37.9,"0"
"B","Tomato",16.8,79.4,79.2,"0"
"B","Carrot",59.7,58.8,55.8,"0"
"C","Potato",65.4,75.3,81.3,"0"
"C","Yam",4.7,-0.7,4.7,"1"
"C","Onion",15.9,28.1,27.8,"0"
"D","Potato",56.4,-6,101.1,"1"
"D","Onion",27.7,-1.4,33.6,"0"
"D","Tomato",13.6,-3.6,69.2,"0"
"D","Carrot",43.8,-4.8,46.2,"0"
"A","Potato",108.6,9.9,80.4,"0"
"A","Yam",7.8,1.7,2.8,"0"
"A","Onion",38.7,18.7,31.2,"0"
"A","Tomato",94.4,44.6,67.1,"0"
"B","Yam",10,9,9.4,"1"
"B","Onion",40.4,38.6,36.8,"0"
"B","Tomato",18.4,92.5,90.9,"0"
"B","Carrot",72,80.1,67.8,"1"
"C","Potato",84.9,83.4,63.9,"0"
"C","Yam",2.7,1,3.7,"0"
"C","Tomato",45.2,90.3,55.9,"0"
"D","Potato",50.4,75.9,81.9,"1"
"D","Yam",10.2,6,7.6,"1"
"D","Onion",11.4,16.1,32.4,"0"
"D","Tomato",13.5,85.8,85.9,"0"
"D","Carrot",37.5,35.1,45,"0"
"A","Potato",42,0,66.6,"0"
"A","Yam",5,0,2.8,"1"
"A","Tomato",51.3,-0.9,42.2,"0"
"A","Carrot",34.5,-5.7,43.2,"0"
"B","Potato",118.8,61.8,54.3,"0"
"B","Yam",1,0,9,"1"
"B","Carrot",49.8,15.9,38.1,"0"
"C","Potato",75.6,41.4,50.7,"0"
"C","Yam",5,3.7,1.4,"1"
"C","Onion",25.6,25,19.7,"0"
"C","Carrot",59.1,8.4,33.6,"0"
"D","Potato",67.2,83.4,66.6,"1"
"D","Yam",5,1,6.2,"1"
"D","Onion",9.3,21.7,24.9,"0"
"D","Tomato",8.6,54.6,59.5,"1"
"D","Carrot",42,23.4,18.9,"0"
"A","Potato",56.7,57.3,42.6,"0"
"A","Yam",0,1,6,"1"
"A","Tomato",57.1,43.9,38.1,"0"
"A","Carrot",22.2,13.5,25.8,"0"
"B","Potato",91.8,31.2,59.4,"0"
"B","Yam",0,1.4,2.4,"1"
"B","Tomato",18.9,85,80.1,"0"
"B","Carrot",35.7,27.9,42,"0"
"C","Potato",84,66,57.6,"1"
"C","Yam",4,2,4,"1"
"C","Onion",37.4,31.3,19.5,"0"
"C","Tomato",25.2,32.3,46.2,"0"
"D","Potato",112.2,100.2,55.2,"0"
"D","Yam",10.1,8.5,3.4,"0"
"D","Onion",65.6,75.2,19.6,"0"
"D","Tomato",123.9,153.2,37.9,"0"
"A","Potato",15.6,21.9,63,"1"
"A","Yam",2.1,2.8,0.7,"0"
"A","Onion",45.6,33.7,20.8,"0"
"A","Tomato",61.7,59.6,55,"0"
"A","Carrot",6,1.5,17.7,"1"
"B","Potato",47.4,25.8,70.2,"0"
"B","Yam",0,7.8,7.8,"1"
"B","Tomato",22.8,95.3,91.4,"0"
"C","Potato",51.6,27,59.4,"1"
"C","Yam",6,4.1,2.1,"1"
"C","Carrot",20.4,12.6,45.3,"1"
"D","Potato",134.4,87.3,65.1,"0"
"D","Yam",8.7,4,5.4,"0"
"D","Carrot",53.7,29.7,39.9,"0"
"A","Potato",63.9,90.6,43.2,"0"
"A","Yam",0.7,1.4,2.8,"1"
"A","Onion",30.2,2.5,17.9,"0"
"A","Tomato",77.2,55.3,40.7,"0"
"A","Carrot",25.2,36.6,17.4,"1"
"B","Potato",21.6,53.4,82.8,"1"
"B","Yam",2,9,7,"1"
"B","Carrot",61.5,53.7,34.2,"0"
"C","Tomato",47.4,58.4,33.4,"0"
"C","Carrot",42,48,26.4,"1"
"D","Onion",35.2,10,15.6,"0"
"D","Tomato",96.4,46.8,61.5,"0"
"D","Carrot",88.5,51.6,18,"0"
"A","Potato",57.9,55.8,61.8,"0"
"A","Yam",1,4,3.7,"1"
"A","Onion",21.9,12.8,20.4,"0"
"A","Tomato",40.4,8.7,46.4,"0"
"A","Carrot",47.4,40.2,18,"0"
"B","Potato",32.4,96.9,86.1,"1"
"B","Yam",5,9.4,5.4,"1"
"B","Carrot",68.4,45.3,38.4,"1"
"C","Potato",43.2,54.9,55.8,"0"
"C","Onion",11.4,10.5,15.9,"0"
"C","Tomato",46.3,45,46.1,"0"
"C","Carrot",40.8,26.4,27.6,"1"
"D","Potato",63.6,-3.9,90.3,"0"
"D","Onion",7.3,-6.6,21.3,"0"
"D","Tomato",33.1,-2.7,60.6,"0"
"A","Yam",6,6.4,1.4,"1"
"A","Onion",4.4,2,18.4,"1"
"B","Potato",0.9,79.2,110.7,"1"
"B","Yam",4,6.8,7.8,"1"
"B","Onion",1.7,31.9,34.1,"0"
"B","Carrot",30,27.6,66,"1"
"C","Potato",66.3,103.2,82.8,"0"
"C","Yam",1.4,3.1,3.4,"1"
"C","Tomato",48.5,78.6,76.4,"0"
"C","Carrot",51,42,31.8,"0"
"D","Potato",139.8,205.2,131.4,"0"
"D","Yam",9.2,15.3,9.5,"0"
"D","Onion",29.9,38.7,16.1,"0"
"D","Tomato",90,157,101,"0"
"D","Carrot",64.8,60,40.5,"0"
"A","Potato",9.9,53.7,100.5,"1"
"A","Yam",2,3.5,7.5,"1"
"A","Onion",3.2,25.9,27.1,"0"
"A","Tomato",7,49.9,69.3,"1"
"A","Carrot",14.1,26.1,42.6,"0"
"B","Potato",0.9,96.3,96.3,"1"
"B","Yam",4.7,11.2,9.5,"0"
"B","Onion",10.8,34.7,25.6,"0"
"B","Tomato",2.8,75.5,85.5,"1"
"B","Carrot",30,56.7,56.7,"1"
"C","Onion",8.5,12.3,15.1,"0"
"C","Tomato",3,24.9,71.3,"1"
"C","Carrot",26.4,19.5,44.1,"0"
"D","Potato",26.4,0.899999999999999,114.3,"1"
"D","Yam",8.1,5.7,6.8,"0"
"D","Onion",39.8,35.4,25.5,"0"
"D","Tomato",89.2,78.7,80.3,"0"
"A","Potato",0,6,15.9,"1"
"A","Yam",0,6.5,8.5,"1"
"A","Onion",15.2,28.3,16.3,"0"
"A","Tomato",38.7,63.6,31.9,"0"
"A","Carrot",0,5.7,19.8,"1"
"B","Potato",0,7.2,8.1,"1"
"B","Tomato",5.4,77.1,74.5,"1"
"C","Potato",4.8,0,42.3,"1"
"C","Yam",3.7,5.4,3.1,"0"
"C","Onion",16.6,21.6,13.5,"0"
"C","Tomato",2.7,53.8,54.1,"0"
"C","Carrot",30.6,43.8,39.6,"0"
"D","Potato",0,-3.6,22.8,"1"
"D","Yam",0,-2,6.1,"1"
"D","Onion",26.4,0,13.4,"0"
"D","Tomato",31.3,-4.5,53.4,"0"
"D","Carrot",12.9,-15.6,29.7,"0"
"A","Potato",12.9,84.3,71.4,"0"
"A","Yam",1,3.4,2.4,"1"
"A","Tomato",55.9,69.2,52,"0"
"B","Potato",0,70.2,70.2,"1"
"B","Yam",10.8,4.8,6.1,"0"
"B","Tomato",1.8,56.7,61.2,"1"
"B","Carrot",14.1,40.8,53.4,"0"
"C","Potato",0,45.6,50.4,"1"
"C","Yam",5,5.4,4.1,"1"
"C","Onion",14.8,13.8,15.6,"0"
"C","Tomato",16.1,68.5,56,"0"
"D","Potato",29.1,104.1,75,"0"
"D","Onion",27.4,15.8,15.5,"0"
"A","Potato",63.3,108.9,58.5,"0"
"A","Yam",1.4,7.2,6.8,"1"
"A","Onion",36.3,35.7,16.8,"0"
"A","Tomato",63.8,54.6,47.5,"0"
"A","Carrot",21.6,36.6,32.7,"1"
"B","Potato",32.7,110.4,77.7,"0"
"B","Yam",8.9,8.2,10.1,"0"
"B","Onion",35.1,36.1,30.6,"0"
"B","Tomato",3.8,59.8,57.8,"1"
"B","Carrot",16.5,51,48.6,"0"
"C","Potato",30.9,93,64.2,"0"
"C","Yam",4,2.4,3.4,"1"
"C","Onion",19.9,21.8,19.6,"0"
